HCCI_HL_CATEGORY,HCCI_ML_CATEGORY,HCCI_SUBCATEGORY,AGE_GROUP,GENDER,METRIC,YEAR,VALUE
Outpatient,outpatient_procedures,Other_Outpatient,All,Male,Utilization_per_1000_persons,2015,558.6982
Outpatient,outpatient_procedures,Other_Outpatient,All,Male,Utilization_per_1000_persons,2016,577.1514
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,OOP_spending_per_person,2012,13.2181
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,OOP_spending_per_person,2013,14.5901
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,OOP_spending_per_person,2014,16.0576
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,OOP_spending_per_person,2015,16.9704
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,OOP_spending_per_person,2016,18.5094
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Payer_spending_per_person,2012,65.1696
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Payer_spending_per_person,2013,69.649
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Payer_spending_per_person,2014,70.8753
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Payer_spending_per_person,2015,75.5672
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Payer_spending_per_person,2016,81.2106
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Price,2012,219.8731
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Price,2013,228.7459
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Price,2014,233.6474
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Price,2015,241.6668
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Price,2016,252.2556
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Spending_per_person,2012,78.3876
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Spending_per_person,2013,84.2391
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Spending_per_person,2014,86.933
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Spending_per_person,2015,92.5376
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Spending_per_person,2016,99.72
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Utilization_per_1000_persons,2012,356.5131
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Utilization_per_1000_persons,2013,368.2648
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Utilization_per_1000_persons,2014,372.0692
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Utilization_per_1000_persons,2015,382.9138
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,All,Utilization_per_1000_persons,2016,395.3132
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,OOP_spending_per_person,2012,12.3841
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,OOP_spending_per_person,2013,13.7748
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,OOP_spending_per_person,2014,15.3529
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,OOP_spending_per_person,2015,16.181
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,OOP_spending_per_person,2016,17.7751
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Payer_spending_per_person,2012,61.1593
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Payer_spending_per_person,2013,67.1038
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Payer_spending_per_person,2014,69.0645
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Payer_spending_per_person,2015,74.7985
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Payer_spending_per_person,2016,80.654
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Price,2012,216.0582
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Price,2013,226.9753
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Price,2014,232.6646
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Price,2015,241.5572
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Price,2016,250.5371
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Spending_per_person,2012,73.5434
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Spending_per_person,2013,80.8786
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Spending_per_person,2014,84.4174
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Spending_per_person,2015,90.9795
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Spending_per_person,2016,98.4291
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Utilization_per_1000_persons,2012,340.387
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Utilization_per_1000_persons,2013,356.3321
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Utilization_per_1000_persons,2014,362.8288
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Utilization_per_1000_persons,2015,376.6376
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Female,Utilization_per_1000_persons,2016,392.8725
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,OOP_spending_per_person,2012,14.0153
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,OOP_spending_per_person,2013,15.3703
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,OOP_spending_per_person,2014,16.7312
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,OOP_spending_per_person,2015,17.7265
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,OOP_spending_per_person,2016,19.2125
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Payer_spending_per_person,2012,69.0036
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Payer_spending_per_person,2013,72.0844
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Payer_spending_per_person,2014,72.606
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Payer_spending_per_person,2015,76.3035
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Payer_spending_per_person,2016,81.7435
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Price,2012,223.211
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Price,2013,230.3361
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Price,2014,234.5421
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Price,2015,241.7686
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Price,2016,253.8813
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Spending_per_person,2012,83.019
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Spending_per_person,2013,87.4547
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Spending_per_person,2014,89.3371
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Spending_per_person,2015,94.03
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Spending_per_person,2016,100.956
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Utilization_per_1000_persons,2012,371.9305
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Utilization_per_1000_persons,2013,379.6831
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Utilization_per_1000_persons,2014,380.9003
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Utilization_per_1000_persons,2015,388.9255
Outpatient,outpatient_procedures,Other_Outpatient,Ages_0to18,Male,Utilization_per_1000_persons,2016,397.6502
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,OOP_spending_per_person,2012,13.4862
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,OOP_spending_per_person,2013,15.2446
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,OOP_spending_per_person,2014,16.7032
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,OOP_spending_per_person,2015,17.8954
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,OOP_spending_per_person,2016,19.5071
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Payer_spending_per_person,2012,83.4227
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Payer_spending_per_person,2013,93.8358
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Payer_spending_per_person,2014,104.7096
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Payer_spending_per_person,2015,113.6858
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Payer_spending_per_person,2016,123.2563
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Price,2012,291.5097
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Price,2013,311.4062
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Price,2014,339.5418
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Price,2015,355.7882
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Price,2016,370.3727
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Spending_per_person,2012,96.9089
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Spending_per_person,2013,109.0805
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Spending_per_person,2014,121.4129
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Spending_per_person,2015,131.5812
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Spending_per_person,2016,142.7634
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Utilization_per_1000_persons,2012,332.438
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Utilization_per_1000_persons,2013,350.2835
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Utilization_per_1000_persons,2014,357.5786
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Utilization_per_1000_persons,2015,369.8303
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,All,Utilization_per_1000_persons,2016,385.4588
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,OOP_spending_per_person,2012,14.5577
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,OOP_spending_per_person,2013,16.0652
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,OOP_spending_per_person,2014,17.743
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,OOP_spending_per_person,2015,18.5862
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,OOP_spending_per_person,2016,19.8368
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Payer_spending_per_person,2012,85.6021
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Payer_spending_per_person,2013,91.7879
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Payer_spending_per_person,2014,100.7091
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Payer_spending_per_person,2015,109.2345
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Payer_spending_per_person,2016,118.2159
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Price,2012,278.7619
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Price,2013,288.8634
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Price,2014,314.8502
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Price,2015,328.7581
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Price,2016,341.3478
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Spending_per_person,2012,100.1598
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Spending_per_person,2013,107.8531
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Spending_per_person,2014,118.4521
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Spending_per_person,2015,127.8207
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Spending_per_person,2016,138.0527
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Utilization_per_1000_persons,2012,359.3024
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Utilization_per_1000_persons,2013,373.3706
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Utilization_per_1000_persons,2014,376.2175
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Utilization_per_1000_persons,2015,388.7987
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Female,Utilization_per_1000_persons,2016,404.4343
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,OOP_spending_per_person,2012,12.4188
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,OOP_spending_per_person,2013,14.4416
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,OOP_spending_per_person,2014,15.6847
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,OOP_spending_per_person,2015,17.218
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,OOP_spending_per_person,2016,19.183
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Payer_spending_per_person,2012,81.2517
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Payer_spending_per_person,2013,95.8399
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Payer_spending_per_person,2014,108.6284
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Payer_spending_per_person,2015,118.051
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Payer_spending_per_person,2016,128.21
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Price,2012,306.436
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Price,2013,336.5414
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Price,2014,366.3588
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Price,2015,385.1302
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Price,2016,401.8245
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Spending_per_person,2012,93.6706
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Spending_per_person,2013,110.2815
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Spending_per_person,2014,124.3131
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Spending_per_person,2015,135.269
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Spending_per_person,2016,147.393
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Utilization_per_1000_persons,2012,305.6774
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Utilization_per_1000_persons,2013,327.6909
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Utilization_per_1000_persons,2014,339.3206
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Utilization_per_1000_persons,2015,351.2292
Outpatient,outpatient_procedures,Other_Outpatient,Ages_19to25,Male,Utilization_per_1000_persons,2016,366.8095
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,OOP_spending_per_person,2012,16.4442
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,OOP_spending_per_person,2013,17.4325
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,OOP_spending_per_person,2014,18.8122
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,OOP_spending_per_person,2015,20.3423
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,OOP_spending_per_person,2016,21.505
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Payer_spending_per_person,2012,105.3673
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Payer_spending_per_person,2013,108.8349
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Payer_spending_per_person,2014,110.5156
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Payer_spending_per_person,2015,114.3102
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Payer_spending_per_person,2016,121.026
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Price,2012,270.7205
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Price,2013,282.0824
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Price,2014,293.9862
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Price,2015,306.3421
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Price,2016,313.8658
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Spending_per_person,2012,121.8115
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Spending_per_person,2013,126.2675
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Spending_per_person,2014,129.3279
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Spending_per_person,2015,134.6525
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Spending_per_person,2016,142.531
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Utilization_per_1000_persons,2012,449.953
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Utilization_per_1000_persons,2013,447.6261
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Utilization_per_1000_persons,2014,439.9113
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Utilization_per_1000_persons,2015,439.5495
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,All,Utilization_per_1000_persons,2016,454.1144
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,OOP_spending_per_person,2012,18.6719
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,OOP_spending_per_person,2013,19.9015
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,OOP_spending_per_person,2014,21.4733
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,OOP_spending_per_person,2015,22.4819
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,OOP_spending_per_person,2016,24.089
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Payer_spending_per_person,2012,113.1675
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Payer_spending_per_person,2013,116.5437
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Payer_spending_per_person,2014,117.2691
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Payer_spending_per_person,2015,121.0796
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Payer_spending_per_person,2016,129.5497
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Price,2012,248.9771
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Price,2013,258.7186
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Price,2014,268.8121
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Price,2015,279.0143
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Price,2016,288.7611
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Spending_per_person,2012,131.8394
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Spending_per_person,2013,136.4452
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Spending_per_person,2014,138.7424
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Spending_per_person,2015,143.5615
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Spending_per_person,2016,153.6387
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Utilization_per_1000_persons,2012,529.5243
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Utilization_per_1000_persons,2013,527.3884
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Utilization_per_1000_persons,2014,516.1315
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Utilization_per_1000_persons,2015,514.531
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Female,Utilization_per_1000_persons,2016,532.0616
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,OOP_spending_per_person,2012,14.0496
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,OOP_spending_per_person,2013,14.8012
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,OOP_spending_per_person,2014,15.9761
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,OOP_spending_per_person,2015,18.058
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,OOP_spending_per_person,2016,18.7479
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Payer_spending_per_person,2012,96.9826
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Payer_spending_per_person,2013,100.6191
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Payer_spending_per_person,2014,103.3179
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Payer_spending_per_person,2015,107.0831
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Payer_spending_per_person,2016,111.9311
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Price,2012,304.6824
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Price,2013,318.2978
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Price,2014,332.5947
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Price,2015,348.0993
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Price,2016,352.2875
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Spending_per_person,2012,111.0322
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Spending_per_person,2013,115.4203
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Spending_per_person,2014,119.294
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Spending_per_person,2015,125.1411
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Spending_per_person,2016,130.6789
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Utilization_per_1000_persons,2012,364.4195
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Utilization_per_1000_persons,2013,362.6173
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Utilization_per_1000_persons,2014,358.6766
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Utilization_per_1000_persons,2015,359.4982
Outpatient,outpatient_procedures,Other_Outpatient,Ages_26to44,Male,Utilization_per_1000_persons,2016,370.9439
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,OOP_spending_per_person,2012,23.7561
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,OOP_spending_per_person,2013,25.426
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,OOP_spending_per_person,2014,27.7462
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,OOP_spending_per_person,2015,29.3454
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,OOP_spending_per_person,2016,31.5011
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Payer_spending_per_person,2012,186.3972
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Payer_spending_per_person,2013,195.0057
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Payer_spending_per_person,2014,203.0009
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Payer_spending_per_person,2015,214.9042
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Payer_spending_per_person,2016,222.2215
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Price,2012,268.3772
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Price,2013,281.2163
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Price,2014,298.8634
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Price,2015,312.8347
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Price,2016,312.3768
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Spending_per_person,2012,210.1534
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Spending_per_person,2013,220.4317
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Spending_per_person,2014,230.7471
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Spending_per_person,2015,244.2496
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Spending_per_person,2016,253.7227
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Utilization_per_1000_persons,2012,783.0522
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Utilization_per_1000_persons,2013,783.8513
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Utilization_per_1000_persons,2014,772.0823
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Utilization_per_1000_persons,2015,780.7625
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,All,Utilization_per_1000_persons,2016,812.2328
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,OOP_spending_per_person,2012,24.5054
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,OOP_spending_per_person,2013,26.1001
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,OOP_spending_per_person,2014,27.9186
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,OOP_spending_per_person,2015,30.1902
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,OOP_spending_per_person,2016,32.8893
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Payer_spending_per_person,2012,182.192
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Payer_spending_per_person,2013,185.9936
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Payer_spending_per_person,2014,191.3617
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Payer_spending_per_person,2015,202.5355
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Payer_spending_per_person,2016,213.251
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Price,2012,237.3207
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Price,2013,247.4725
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Price,2014,258.9702
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Price,2015,270.8193
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Price,2016,274.6629
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Spending_per_person,2012,206.6974
Outpatient,outpatient_procedures,Other_Outpatient,Ages_45to54,Female,Spending_per_person,2013,212.0937
