,High-Level Category,Mid-Level Category,Subcategory,Age Group,Metric,Year,Value,Age Group Upper Limit
10338,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Price,2015,6.8453,64
10339,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Price,2016,7.4871,64
10340,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Spending_per_person,2012,22.9439,64
10341,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Spending_per_person,2013,23.3327,64
10342,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Spending_per_person,2014,22.8162,64
10343,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Spending_per_person,2015,21.8675,64
10344,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Spending_per_person,2016,19.6952,64
10345,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Utilization_per_1000_persons,2012,5049.227,64
10346,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Utilization_per_1000_persons,2013,4532.3221,64
10347,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Utilization_per_1000_persons,2014,3906.0127,64
10348,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Utilization_per_1000_persons,2015,3194.5114,64
10349,Prescription_Drugs,brand_prescriptions,EENT,Ages_55to64,Utilization_per_1000_persons,2016,2630.558,64
10425,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2012,0.9575,18
10426,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2013,0.8969,18
10427,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2014,0.7247,18
10428,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2015,0.6458,18
10429,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2016,0.6644,18
10430,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2012,5.3021,18
10431,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2013,5.5198,18
10432,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2014,5.5619,18
10433,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2015,5.686,18
10434,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2016,6.2659,18
10435,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2012,11.664000000000001,18
10436,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2013,13.3201,18
10437,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2014,15.9026,18
10438,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2015,18.3502,18
10439,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2016,21.245,18
10440,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2012,6.2595,18
10441,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2013,6.4167,18
10442,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2014,6.2866,18
10443,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2015,6.3318,18
10444,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2016,6.9303,18
10445,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2012,536.6546,18
10446,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2013,481.7316,18
10447,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2014,395.3172,18
10448,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2015,345.0537,18
10449,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2016,326.2078,18
10450,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2012,0.8955,18
10451,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2013,0.847,18
10452,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2014,0.6795,18
10453,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2015,0.6046,18
10454,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2016,0.6517,18
10455,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2012,4.9526,18
10456,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2013,5.3842,18
10457,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2014,5.3163,18
10458,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2015,5.2921,18
10459,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2016,5.9807,18
10460,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2012,11.5667,18
10461,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2013,13.7094,18
10462,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2014,16.0994,18
10463,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2015,17.942999999999998,18
10464,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2016,21.0804,18
10465,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2012,5.848,18
10466,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2013,6.2312,18
10467,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2014,5.9958,18
10468,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2015,5.8967,18
10469,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2016,6.6324,18
10470,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2012,505.5955,18
10471,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2013,454.5205,18
10472,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2014,372.4227,18
10473,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2015,328.6349,18
10474,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2016,314.623,18
10475,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2012,1.0169,18
10476,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2013,0.9447,18
10477,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2014,0.768,18
10478,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2015,0.6854,18
10479,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,OOP_spending_per_person,2016,0.6766,18
10480,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2012,5.6372,18
10481,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2013,5.65,18
10482,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2014,5.7973,18
10483,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2015,6.064,18
10484,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Payer_spending_per_person,2016,6.5393,18
10485,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2012,11.7472,18
10486,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2013,12.9857,18
10487,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2014,15.7343,18
10488,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2015,18.7061,18
10489,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Price,2016,21.3923,18
10490,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2012,6.6541,18
10491,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2013,6.5947,18
10492,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2014,6.5654,18
10493,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2015,6.7493,18
10494,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Spending_per_person,2016,7.2159,18
10495,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2012,566.4393,18
10496,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2013,507.8415,18
10497,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2014,417.2659,18
10498,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2015,360.8105,18
10499,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_0to18,Utilization_per_1000_persons,2016,337.3123,18
10500,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2012,1.5819,25
10501,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2013,1.5952,25
10502,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2014,1.3476,25
10503,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2015,1.3232,25
10504,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2016,1.4172,25
10505,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2012,10.8297,25
10506,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2013,12.0238,25
10507,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2014,10.4625,25
10508,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2015,11.0328,25
10509,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2016,12.5566,25
10510,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2012,14.1316,25
10511,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2013,16.2106,25
10512,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2014,16.3541,25
10513,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2015,18.8724,25
10514,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2016,22.2754,25
10515,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2012,12.4116,25
10516,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2013,13.619000000000002,25
10517,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2014,11.81,25
10518,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2015,12.356,25
10519,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2016,13.9738,25
10520,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2012,878.2878,25
10521,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2013,840.1335,25
10522,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2014,722.1477,25
10523,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2015,654.7130000000001,25
10524,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2016,627.3199,25
10525,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2012,1.7505,25
10526,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2013,1.794,25
10527,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2014,1.57,25
10528,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2015,1.6182,25
10529,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2016,1.7412,25
10530,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2012,11.0593,25
10531,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2013,12.2651,25
10532,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2014,10.9614,25
10533,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2015,12.2385,25
10534,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2016,13.2335,25
10535,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2012,13.2706,25
10536,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2013,15.1312,25
10537,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2014,15.1497,25
10538,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2015,17.5131,25
10539,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2016,19.5568,25
10540,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2012,12.8098,25
10541,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2013,14.0591,25
10542,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2014,12.5314,25
10543,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2015,13.8567,25
10544,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2016,14.9747,25
10545,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2012,965.2778,25
10546,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2013,929.1437,25
10547,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2014,827.1706,25
10548,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2015,791.2202,25
10549,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2016,765.705,25
10550,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2012,1.4134,25
10551,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2013,1.3997,25
10552,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2014,1.1289,25
10553,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2015,1.0338,25
10554,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,OOP_spending_per_person,2016,1.0974,25
10555,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2012,10.6001,25
10556,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2013,11.7864,25
10557,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2014,9.9718,25
10558,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2015,9.8505,25
10559,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Payer_spending_per_person,2016,11.8884,25
10560,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2012,15.1816,25
10561,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2013,17.5215,25
10562,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2014,17.9371,25
10563,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2015,20.8971,25
10564,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Price,2016,26.4635,25
10565,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2012,12.0135,25
10566,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2013,13.1861,25
10567,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2014,11.1007,25
10568,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2015,10.8844,25
10569,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Spending_per_person,2016,12.9857,25
10570,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2012,791.3202,25
10571,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2013,752.568,25
10572,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2014,618.8673,25
10573,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2015,520.8535,25
10574,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_19to25,Utilization_per_1000_persons,2016,490.7042,25
10575,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2012,4.1518,44
10576,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2013,4.0002,44
10577,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2014,3.3852,44
10578,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2015,2.9733,44
10579,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2016,2.9987,44
10580,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2012,22.6407,44
10581,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2013,24.4967,44
10582,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2014,21.1539,44
10583,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2015,20.327,44
10584,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2016,21.3245,44
10585,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2012,10.6413,44
10586,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2013,12.1777,44
10587,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2014,12.5535,44
10588,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2015,15.2106,44
10589,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2016,17.6599,44
10590,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2012,26.7925,44
10591,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2013,28.4969,44
10592,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2014,24.5392,44
10593,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2015,23.3003,44
10594,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2016,24.3232,44
10595,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2012,2517.7829,44
10596,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2013,2340.1012,44
10597,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2014,1954.7674,44
10598,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2015,1531.8459,44
10599,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2016,1377.3111,44
10600,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2012,4.2517,44
10601,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2013,4.2206,44
10602,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2014,3.7772,44
10603,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2015,3.5366,44
10604,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2016,3.6922,44
10605,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2012,23.1839,44
10606,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2013,25.5224,44
10607,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2014,22.4461,44
10608,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2015,22.7039,44
10609,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2016,24.1311,44
10610,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2012,10.8738,44
10611,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2013,12.3711,44
10612,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2014,12.4764,44
10613,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2015,14.8017,44
10614,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2016,16.834,44
10615,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2012,27.4357,44
10616,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2013,29.743000000000002,44
10617,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2014,26.2234,44
10618,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2015,26.2406,44
10619,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2016,27.8234,44
10620,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2012,2523.1061,44
10621,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2013,2404.2217,44
10622,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2014,2101.8435,44
10623,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2015,1772.8031,44
10624,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2016,1652.8123,44
10625,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2012,4.0446,44
10626,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2013,3.7651,44
10627,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2014,2.967,44
10628,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2015,2.3736,44
10629,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,OOP_spending_per_person,2016,2.2577,44
10630,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2012,22.0573,44
10631,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2013,23.4022,44
10632,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2014,19.7751,44
10633,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2015,17.7967,44
10634,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Payer_spending_per_person,2016,18.3257,44
10635,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2012,10.3906,44
10636,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2013,11.9591,44
10637,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2014,12.6497,44
10638,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2015,15.8156,44
10639,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Price,2016,19.0068,44
10640,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2012,26.1018,44
10641,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2013,27.1673,44
10642,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2014,22.741999999999997,44
10643,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2015,20.1703,44
10644,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Spending_per_person,2016,20.5834,44
10645,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2012,2512.0657,44
10646,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2013,2271.6769,44
10647,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2014,1797.8262,44
10648,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2015,1275.3484,44
10649,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_26to44,Utilization_per_1000_persons,2016,1082.9493,44
10650,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_45to54,OOP_spending_per_person,2012,8.9716,54
10651,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_45to54,OOP_spending_per_person,2013,8.6994,54
10652,Prescription_Drugs,brand_prescriptions,Gastrointestinal,Ages_45to54,OOP_spending_per_person,2014,7.1682,54
